voteid,question,source,rank,rating,time,user_id,code
190,1,1,3,2,2017-05-07 02:26:13.385894,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
191,1,0,1,3,2017-05-07 02:26:15.585607,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
192,1,0,4,1,2017-05-07 02:26:17.577246,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
193,1,0,3,3,2017-05-07 02:26:19.649096,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
194,1,0,2,2,2017-05-07 02:26:22.080635,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
195,1,1,4,3,2017-05-07 02:26:25.106344,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
196,1,0,3,1,2017-05-07 07:55:10.066703,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
197,1,0,5,2,2017-05-07 07:55:25.374191,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
198,1,0,2,1,2017-05-07 07:55:41.999572,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
199,1,1,5,2,2017-05-07 07:56:12.394284,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
200,1,1,4,1,2017-05-07 07:56:23.993800,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
201,1,0,4,1,2017-05-07 07:56:28.242364,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
202,1,1,2,1,2017-05-07 07:56:32.087448,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
203,1,0,1,1,2017-05-07 07:56:36.626895,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
204,1,1,3,1,2017-05-07 07:56:39.953829,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
205,1,0,2,1,2017-05-07 07:57:32.235692,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
206,1,0,4,1,2017-05-07 07:57:33.365935,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
207,1,1,1,1,2017-05-07 07:57:38.472549,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
208,1,0,3,1,2017-05-07 07:57:42.056995,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
209,1,0,1,1,2017-05-07 07:57:46.647584,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
210,1,1,5,1,2017-05-07 07:57:48.626636,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
211,1,1,4,1,2017-05-07 07:57:52.813506,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
212,1,1,3,1,2017-05-07 07:57:59.761620,24,"  int largestDiff(int arr[], int arr_size) 
    {
        int max_diff = arr[1] - arr[0];
        int min_element = arr[0];
        int i;
        for (i = 1; i < arr_size; i++) 
        {
            if (arr[i] - min_element > max_diff)
                max_diff = arr[i] - min_element;
            if (arr[i] < min_element)
                min_element = arr[i];
        }
        return max_diff;
    }"
213,1,0,4,3,2017-05-07 15:50:30.592959,28,"public int largestDifference(int[] a) {
  return 10;
}"
214,1,0,2,1,2017-05-07 15:50:35.917414,28,"public int largestDifference(int[] a) {
  return 10;
}"
215,1,0,1,3,2017-05-07 15:50:41.482643,28,"public int largestDifference(int[] a) {
  return 10;
}"
216,1,1,2,1,2017-05-07 15:52:18.505633,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  
}"
217,1,0,4,3,2017-05-07 15:52:22.830234,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  
}"
218,1,0,1,3,2017-05-07 15:52:27.785033,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  
}"
219,1,1,4,1,2017-05-07 15:52:29.855632,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  
}"
220,1,0,3,2,2017-05-07 15:54:08.937545,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
221,1,0,2,3,2017-05-07 15:54:18.784366,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
222,1,1,3,1,2017-05-07 15:54:25.855613,28,"public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
223,1,1,5,1,2017-05-07 15:56:00.250818,28,"//Finds the largest difference between the array elements
public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  //Finds the largest and smallest number in the array
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
224,1,1,3,3,2017-05-07 15:56:11.309893,28,"//Finds the largest difference between the array elements
public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  //Finds the largest and smallest number in the array
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
225,1,0,1,3,2017-05-07 15:56:15.364338,28,"//Finds the largest difference between the array elements
public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  //Finds the largest and smallest number in the array
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
226,1,1,2,2,2017-05-07 15:56:22.889407,28,"//Finds the largest difference between the array elements
public int largestDifference(int[] a) {
  //Finds the largest difference between the array elements
  int smallest = Integer.Maximum;
  int largest = Integer.Minimum;
  //Finds the largest and smallest number in the array
  for(int i=0; i< a.length; i++) {
   if(a[i]) < smallest) {
     smallest = a[i];
   } 
    if(a[i] > largest) {
      largest = a[i];
    }
  }
  return largest - smallest;
}"
227,2,0,3,2,2017-05-07 15:57:33.953936,28,"public int computeTax(Person person) {
  
}"
228,2,0,2,1,2017-05-07 15:57:51.844543,28,"public int computeTax(Person person) {
  
}"
229,2,1,1,2,2017-05-07 16:00:00.705167,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
230,2,0,2,1,2017-05-07 16:00:07.742707,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
231,2,0,1,1,2017-05-07 16:00:08.540294,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
232,2,0,2,1,2017-05-07 16:00:24.340711,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
233,2,0,1,1,2017-05-07 16:00:29.236589,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
234,2,0,2,1,2017-05-07 16:00:30.617586,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
235,2,1,4,3,2017-05-07 16:00:37.261281,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
 
}"
236,2,1,5,3,2017-05-07 16:01:22.105693,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
  if(person instanceof Veteran) {
    return 0;
  }
 
}"
237,2,0,2,1,2017-05-07 16:01:23.838736,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
  if(person instanceof Veteran) {
    return 0;
  }
 
}"
238,2,0,1,1,2017-05-07 16:01:28.200509,28,"public double computeTax(Person person) {
  //Computes tax for a person based on the instance of the object
  if (person instanceof BusinessOwner) {
    BusinessOwner businessOwner = new BusinessOwner();
    return businessOwner.getProfit() * .1;
  }
  if(person instanceof Veteran) {
    return 0;
  }
 
}"
