voteid,question,source,rank,rating,time,user_id,code
357,2,1,1,1,2017-03-24 21:48:32.039478,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
358,1,1,2,1,2017-03-24 21:48:32.676817,13,"void somethod() {
  // show
}"
359,2,0,3,3,2017-03-24 21:48:34.220228,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
360,1,1,1,2,2017-03-24 21:48:34.469316,34,"public void Diff()
{int[] array;
 //compute difference
}"
361,2,0,5,3,2017-03-24 21:48:34.789224,39,"public int salaryTax(){
  
}"
362,1,0,1,1,2017-03-24 21:48:35.078411,13,"void somethod() {
  // show
}"
363,1,1,3,1,2017-03-24 21:48:36.439303,13,"void somethod() {
  // show
}"
364,2,0,5,3,2017-03-24 21:48:37.639214,44,"void salary(){
	//
      
}



  
  "
365,1,0,2,1,2017-03-24 21:48:38.107870,13,"void somethod() {
  // show
}"
366,2,1,4,2,2017-03-24 21:48:39.007362,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
367,1,0,3,1,2017-03-24 21:48:39.735505,13,"void somethod() {
  // show
}"
368,1,0,4,3,2017-03-24 21:48:40.524037,46,"void largest(int array[])
{
  	int largest;
  	
  	return largest;
}"
369,1,0,5,1,2017-03-24 21:48:41.471496,13,"void somethod() {
  // show
}"
370,1,0,4,1,2017-03-24 21:48:43.161359,13,"void somethod() {
  // show
}"
371,1,1,5,1,2017-03-24 21:48:46.390753,23,"int method(){
  
}
  
"
372,2,0,2,3,2017-03-24 21:48:46.895229,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
373,2,0,1,3,2017-03-24 21:48:51.706475,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
374,2,1,3,1,2017-03-24 21:48:51.769374,54,"
public static int tax()
  {
  //calculate tax}"
375,1,0,2,1,2017-03-24 21:48:51.914409,16,"void biggestmethod(){
  // find difference between values and return largest difference
}"
376,1,0,2,5,2017-03-24 21:48:52.344039,46,"void largest(int array[])
{
  	int largest;
  	
  	return largest;
}"
377,2,0,1,2,2017-03-24 21:48:53.447297,44,"void salary(){
	//
      
}



  
  "
378,2,1,3,0,2017-03-24 21:48:54.672599,54,"
public static int tax()
  {
  //calculate tax}"
379,1,0,5,2,2017-03-24 21:48:57.104018,34,"public void Diff()
{int[] array;
 //compute difference
}"
380,2,0,5,2,2017-03-24 21:48:59.098750,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
381,1,0,1,1,2017-03-24 21:49:02.290071,34,"public void Diff()
{int[] array;
 //compute difference
}"
382,2,0,2,2,2017-03-24 21:49:03.169305,44,"void salary(){
	//
      
}



  
  "
383,2,1,5,2,2017-03-24 21:49:03.274513,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
384,2,0,5,3,2017-03-24 21:49:03.510184,60,"//FIND TAX BASED ON A PERSONS STATUS IN A BUSINESS
void personalTax(){
  
}"
385,1,1,2,1,2017-03-24 21:49:03.712320,23,"int method(){
  
}
  
"
386,2,0,3,5,2017-03-24 21:49:04.717024,39,"public int salaryTax(){
  
}"
387,2,1,2,2,2017-03-24 21:49:05.318763,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
388,2,1,3,3,2017-03-24 21:49:07.504982,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
389,1,1,3,1,2017-03-24 21:49:08.196492,34,"public void Diff()
{int[] array;
 //compute difference
}"
390,2,0,4,1,2017-03-24 21:49:08.230545,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
391,2,0,2,1,2017-03-24 21:49:10.110365,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
392,1,1,5,2,2017-03-24 21:49:11.932366,34,"public void Diff()
{int[] array;
 //compute difference
}"
393,1,1,2,2,2017-03-24 21:49:17.182606,34,"public void Diff()
{int[] array;
 //compute difference
}"
394,2,1,1,2,2017-03-24 21:49:17.860574,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
395,1,0,3,1,2017-03-24 21:49:19.130096,34,"public void Diff()
{int[] array;
 //compute difference
}"
396,1,0,1,3,2017-03-24 21:49:20.371542,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
397,2,1,5,1,2017-03-24 21:49:22.350365,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
398,1,0,2,3,2017-03-24 21:49:22.765059,13,"void somethod() {
  // show luck
}"
399,1,1,3,2,2017-03-24 21:49:22.802737,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
400,2,1,3,1,2017-03-24 21:49:23.291958,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
401,1,0,2,1,2017-03-24 21:49:23.884457,16,"void biggestmethod(){
  // find difference between values and return largest difference
}"
402,1,1,4,3,2017-03-24 21:49:24.109395,13,"void somethod() {
  // show luck
}"
403,2,0,4,1,2017-03-24 21:49:24.434318,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
404,1,1,2,1,2017-03-24 21:49:24.822772,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
405,2,0,3,1,2017-03-24 21:49:25.455740,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
406,2,0,1,1,2017-03-24 21:49:26.507024,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
407,1,0,2,2,2017-03-24 21:49:26.528235,23,"int method(){
  
}
  
"
408,1,1,4,1,2017-03-24 21:49:27.164506,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
409,2,0,5,3,2017-03-24 21:49:29.515357,60,"//FIND TAX BASED ON A PERSONS STATUS IN A BUSINESS
void personalTax(){
  
}"
410,2,1,5,1,2017-03-24 21:49:29.609663,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
411,2,0,2,1,2017-03-24 21:49:31.115993,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
412,2,0,5,1,2017-03-24 21:49:31.127206,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
413,2,0,1,3,2017-03-24 21:49:31.442929,44,"void salary(){
	//
      
}



  
  "
414,2,1,2,1,2017-03-24 21:49:31.477147,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
415,2,1,3,1,2017-03-24 21:49:31.994909,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
416,1,0,5,4,2017-03-24 21:49:32.330858,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
417,2,1,2,1,2017-03-24 21:49:32.978983,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
418,2,0,3,1,2017-03-24 21:49:35.222740,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
419,2,0,4,2,2017-03-24 21:49:35.234860,44,"void salary(){
	//
      
}



  
  "
420,1,0,5,2,2017-03-24 21:49:35.500471,16,"void biggestmethod(){
  // find difference between values and return largest difference
}"
421,2,1,4,1,2017-03-24 21:49:36.119202,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
422,2,0,4,2,2017-03-24 21:49:36.262015,60,"//FIND TAX BASED ON A PERSONS STATUS IN A BUSINESS
void personalTax(){
  
}"
423,2,0,4,3,2017-03-24 21:49:36.938701,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
424,2,0,4,2,2017-03-24 21:49:38.275138,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
425,2,0,5,1,2017-03-24 21:49:39.963086,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
426,2,0,4,1,2017-03-24 21:49:40.844518,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
427,2,1,1,1,2017-03-24 21:49:41.985543,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
428,2,0,2,2,2017-03-24 21:49:44.339207,44,"void salary(){
	//
      
}



  
  "
429,2,0,1,1,2017-03-24 21:49:44.764976,47,"
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
430,2,1,2,3,2017-03-24 21:49:46.418085,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
431,1,0,1,2,2017-03-24 21:49:47.150190,59,"void somethod(){
  // Array elements
}"
432,2,0,1,4,2017-03-24 21:49:47.850420,44,"void salary(){
	//
      
}



  
  "
433,2,0,5,2,2017-03-24 21:49:48.886543,54,"
void int tax()
  {
  //calculate tax}
  }"
434,2,1,2,1,2017-03-24 21:49:51.852670,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
435,2,0,3,1,2017-03-24 21:49:52.335172,50,"double getSalary(){
  return salary;
}


double getTax(){
  tax = (salary*2)/100;
    return tax;
}

"
436,1,0,5,2,2017-03-24 21:49:52.857403,59,"void somethod(){
  // Array elements
}"
437,1,0,3,1,2017-03-24 21:49:52.974273,11,"int myarray = new array[]{8,3,1}; 
"
438,1,1,3,4,2017-03-24 21:49:53.402978,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
439,1,1,3,0,2017-03-24 21:49:53.820216,11,"int myarray = new array[]{8,3,1}; 
"
440,1,1,2,4,2017-03-24 21:49:54.348550,23,"int method(){
  
}
  
"
441,2,1,5,1,2017-03-24 21:49:54.516392,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
442,1,1,1,0,2017-03-24 21:49:55.955604,11,"int myarray = new array[]{8,3,1}; 
"
443,1,0,2,1,2017-03-24 21:49:55.995019,59,"void somethod(){
  // Array elements
}"
444,2,0,5,2,2017-03-24 21:49:56.092411,44,"void salary(){
	//
      
}



  
  "
445,2,0,3,4,2017-03-24 21:49:57.257541,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
446,2,0,5,1,2017-03-24 21:49:57.278522,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
447,1,1,5,0,2017-03-24 21:49:57.522410,11,"int myarray = new array[]{8,3,1}; 
"
448,2,1,3,3,2017-03-24 21:49:57.899892,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
449,1,1,1,1,2017-03-24 21:49:58.240527,16,"public biggestmethod(){
  // find difference between values and return largest difference
}"
450,1,1,1,1,2017-03-24 21:49:58.577369,34,"public void Diff()
{int[] array;
 //compute difference
}"
451,2,1,4,1,2017-03-24 21:50:00.130243,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
452,1,0,4,1,2017-03-24 21:50:00.238346,11,"int myarray = new array[]{8,3,1}; 
"
453,2,1,1,2,2017-03-24 21:50:00.566965,13,"void somethod() {
  // show
}"
454,2,1,5,1,2017-03-24 21:50:01.878118,13,"void somethod() {
  // show
}"
455,1,0,2,1,2017-03-24 21:50:02.789367,11,"int myarray = new array[]{8,3,1}; 
"
456,2,1,4,2,2017-03-24 21:50:03.319875,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
457,2,0,2,1,2017-03-24 21:50:03.836149,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
458,2,0,4,5,2017-03-24 21:50:04.304481,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
459,2,0,5,1,2017-03-24 21:50:04.820610,13,"void somethod() {
  // show
}"
460,1,0,1,1,2017-03-24 21:50:04.949113,11,"int myarray = new array[]{8,3,1}; 
"
461,2,0,3,1,2017-03-24 21:50:05.871827,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
462,2,0,5,3,2017-03-24 21:50:06.963718,18,"class Person{
  String name;
  int age;
}
class Employee extends Person{
  double getSalary();
}
class BuisnessOwner extends Person {
  double getProfit();
}
class Veteran extends Person{
  String veteran_id;
}"
463,1,1,2,5,2017-03-24 21:50:07.641765,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
464,2,1,4,1,2017-03-24 21:50:07.923919,13,"void somethod() {
  // show
}"
465,2,0,2,1,2017-03-24 21:50:08.378122,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
466,1,1,2,1,2017-03-24 21:50:08.541326,11,"int myarray = new array[]{8,3,1}; 
"
467,2,0,1,1,2017-03-24 21:50:09.482207,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
468,2,0,5,1,2017-03-24 21:50:10.392873,13,"void somethod() {
  // show
}"
469,2,1,1,1,2017-03-24 21:50:11.759061,13,"void somethod() {
  // show
}"
470,2,1,3,1,2017-03-24 21:50:12.008626,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
471,2,1,1,1,2017-03-24 21:50:13.186495,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
}"
472,1,0,4,1,2017-03-24 21:50:14.509179,34,"public void Diff()
{int[] array;
 //compute difference
}"
473,2,0,3,1,2017-03-24 21:50:15.332568,13,"void somethod() {
  // show
}"
474,2,0,4,2,2017-03-24 21:50:15.661414,60,"//FIND TAX BASED ON A PERSONS STATUS IN A BUSINESS
void personalTax(){
  
}"
475,1,1,3,2,2017-03-24 21:50:15.732661,21,"int[] Size = new int[7];

public int Array(int[] Num)
{
  Num = Size;
  for(int x = 0; x < Num.length(); x++)
  {
    int Count = Num[0]-Num[7];
    
    return Count;
  }
}"
476,2,0,3,1,2017-03-24 21:50:15.754511,47,"//help me
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
477,2,0,2,1,2017-03-24 21:50:16.408105,13,"void somethod() {
  // show
}"
478,2,0,4,2,2017-03-24 21:50:16.969904,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
479,1,0,2,3,2017-03-24 21:50:17.001103,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
480,2,1,3,1,2017-03-24 21:50:17.573053,13,"void somethod() {
  // show
}"
481,2,0,2,1,2017-03-24 21:50:17.869277,47,"//help me
String iforgothowtocodejava (String myFeedback)
{
  return myFeedback;
}
"
482,2,0,2,2,2017-03-24 21:50:18.549140,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
483,1,1,3,1,2017-03-24 21:50:18.801858,11,"int myarray = new array[]{8,3,1}; 
"
484,1,0,2,2,2017-03-24 21:50:19.374766,34,"public void Diff()
{int[] array;
 //compute difference
}"
485,2,0,4,1,2017-03-24 21:50:19.600079,13,"void somethod() {
  // show
}"
486,1,1,5,3,2017-03-24 21:50:20.391750,46,"public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;
}"
487,1,0,3,0,2017-03-24 21:50:20.532821,11,"int myarray = new array[]{8,3,1}; 
"
488,2,1,5,1,2017-03-24 21:50:20.825417,13,"void somethod() {
  // show
}"
489,2,0,1,5,2017-03-24 21:50:20.854260,50,"double getSalary(){
  return salary;
}


double getTax(){
  tax = (salary*2)/100;
    return tax;
}

"
490,2,1,3,1,2017-03-24 21:50:21.179968,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
491,1,1,1,1,2017-03-24 21:50:22.373604,11,"int myarray = new array[]{8,3,1}; 
"
492,1,0,1,3,2017-03-24 21:50:22.564621,59,"void somethod(){
  // Array elements
}"
493,2,1,5,3,2017-03-24 21:50:22.677367,22,"void getSalary()
{
  // get money
}"
494,2,0,1,2,2017-03-24 21:50:22.696630,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
495,2,1,3,1,2017-03-24 21:50:23.587635,54,"
void int tax()
  {
  //calculate tax}
  }"
496,2,1,4,1,2017-03-24 21:50:24.571763,54,"
void int tax()
  {
  //calculate tax}
  }"
497,2,1,1,1,2017-03-24 21:50:25.207841,61,"int random(Person p){
  if(getSalary() < 10000.0){
    return getSalary()*.02;
  } else {
    return getSalary()*.05;
  }
  
  //getProfit*.1 returns 10% of profit
  //0 tax for veterans
  
  /* if(none of above){
  print message
  }*/
}"
498,1,0,5,2,2017-03-24 21:50:26.480142,59,"void somethod(){
  // Array elements
}"
499,2,0,4,1,2017-03-24 21:50:27.339766,54,"
void int tax()
  {
  //calculate tax}
  }"
500,2,0,2,4,2017-03-24 21:50:27.856081,22,"void getSalary()
{
  // get money
}"
501,1,0,2,2,2017-03-24 21:50:28.597520,59,"void somethod(){
  // Array elements
}"
502,2,1,2,1,2017-03-24 21:50:29.864648,54,"
void int tax()
  {
  //calculate tax}
  }"
503,1,1,2,1,2017-03-24 21:50:30.990112,34,"public void Diff()
{int[] array;
 //compute difference
}"
504,2,0,5,4,2017-03-24 21:50:31.005887,22,"void getSalary()
{
  // get money
}"
505,2,0,4,3,2017-03-24 21:50:32.219249,22,"void getSalary()
{
  // get money
}"
506,2,1,4,3,2017-03-24 21:50:33.241960,22,"void getSalary()
{
  // get money
}"
507,2,0,5,2,2017-03-24 21:50:33.666641,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
508,2,0,3,4,2017-03-24 21:50:34.300531,54,"
void int tax()
  {
  //calculate tax}
  }"
509,2,0,3,4,2017-03-24 21:50:36.402731,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
510,2,0,2,1,2017-03-24 21:50:37.316340,54,"
void int tax()
  {
  //calculate tax}
  }"
511,2,1,2,1,2017-03-24 21:50:37.500401,50,"double getSalary(){
  return salary;
}


double getTax(){
  tax = (salary*2)/100;
    return tax;
}

"
512,1,0,3,1,2017-03-24 21:50:37.620153,34,"public void Diff()
{int[] array;
 //compute difference
}"
513,2,0,4,1,2017-03-24 21:50:37.884528,13,"void somethod() {
  // show comm
}"
514,1,0,3,2,2017-03-24 21:50:38.191254,44,"void array(){
  
}
  "
515,1,0,1,1,2017-03-24 21:50:38.974723,23,"int method(){
  
}
  
"
516,1,1,1,3,2017-03-24 21:50:39.539031,21,"int[] Size = new int[7];

public int Array(int[] Num)
{
  Num = Size;
  for(int x = 0; x < Num.length(); x++)
  {
    int Count = Num[0]-Num[7];
    
    return Count;
  }
}"
517,1,0,4,3,2017-03-24 21:50:40.450412,44,"void array(){
  
}
  "
518,2,1,1,2,2017-03-24 21:50:41.410618,22,"void getSalary()
{
  // get money
}"
519,2,1,1,1,2017-03-24 21:50:42.145941,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
520,2,1,1,1,2017-03-24 21:50:42.332744,13,"void somethod() {
  // show comm
}"
521,2,1,4,1,2017-03-24 21:50:42.792785,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
522,2,1,5,1,2017-03-24 21:50:43.065829,54,"
void int tax()
  {
  //calculate tax}
  }"
523,2,1,3,1,2017-03-24 21:50:43.758526,13,"void somethod() {
  // show comm
}"
524,2,0,5,1,2017-03-24 21:50:44.262336,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
525,2,1,2,1,2017-03-24 21:50:45.005938,22,"void getSalary()
{
  // get money
}"
526,2,0,2,1,2017-03-24 21:50:45.294948,13,"void somethod() {
  // show comm
}"
527,2,1,5,2,2017-03-24 21:50:46.651076,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
528,1,0,2,2,2017-03-24 21:50:46.756660,59,"void somethod(){
  // Array elements difference
}"
529,2,0,4,4,2017-03-24 21:50:47.415450,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
530,2,0,2,4,2017-03-24 21:50:49.624355,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
531,2,0,3,5,2017-03-24 21:50:50.224976,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
532,2,0,1,2,2017-03-24 21:50:51.392156,22,"void getSalary()
{
  // get money
}"
533,1,0,5,2,2017-03-24 21:50:51.517099,59,"void somethod(){
  // Array elements difference
}"
534,2,0,1,1,2017-03-24 21:50:52.399522,54,"
void int tax()
  {
  //calculate tax}
  }"
535,2,1,1,1,2017-03-24 21:50:53.177677,54,"
void int tax()
  {
  //calculate tax}
  }"
536,1,0,1,3,2017-03-24 21:50:55.006152,59,"void somethod(){
  // Array elements difference
}"
537,2,0,1,5,2017-03-24 21:50:55.333495,29,"public double taxReturn()
{
  if(salary < 10000)
  {
    
  }
  else
  {
    
  }
}"
538,2,1,3,1,2017-03-24 21:50:56.413475,22,"void getSalary()
{
  // get money
}"
539,2,0,1,1,2017-03-24 21:50:58.931209,13,"void somethod() {
  // show comm
}"
540,2,1,2,4,2017-03-24 21:50:59.174773,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
541,2,0,4,2,2017-03-24 21:51:06.830040,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
542,1,1,4,3,2017-03-24 21:51:07.019025,21,"int[] Size = new int[7];

public int Array(int[] Num)
{
  Num = Size;
  for(int x = 0; x < Num.length(); x++)
  {
    int Count = Num[0]-Num[7];
    
    return Count;
  }
}"
543,2,1,4,2,2017-03-24 21:51:09.694411,17,"double taxReturn(double tax1){
  double salary = 0;
  if(salary > 2.0){
    
  }
  
}"
544,2,0,1,3,2017-03-24 21:51:33.960976,22,"void getSalary()
{
  
}"
545,2,1,5,1,2017-03-24 21:51:36.486546,22,"void getSalary()
{
  
}"
546,2,0,4,4,2017-03-24 21:51:40.675446,22,"void getSalary()
{
  
}"
547,2,0,3,2,2017-03-24 21:51:43.045102,22,"void getSalary()
{
  
}"
548,2,0,5,2,2017-03-24 21:51:51.638490,22,"void getSalary()
{
  
}"
549,2,1,2,1,2017-03-24 21:51:53.543458,22,"void getSalary()
{
  
}"
550,1,1,3,1,2017-03-24 21:51:57.674535,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
551,2,0,2,1,2017-03-24 21:51:59.144108,22,"void getSalary()
{
  
}"
552,1,0,4,2,2017-03-24 21:51:59.681793,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
553,1,0,3,1,2017-03-24 21:52:03.924176,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
554,1,0,1,4,2017-03-24 21:52:11.372996,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
555,1,1,5,3,2017-03-24 21:52:18.948051,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
556,1,0,2,4,2017-03-24 21:52:38.250638,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
557,1,1,1,1,2017-03-24 21:52:52.613726,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
558,1,1,2,1,2017-03-24 21:53:02.178245,8,"int largDiff(int[] array)
{
  int largest = array[0];
  int smallest = arra[0];
  for(int i = 0; i < array.size(); i++)
  {
    //if()
  }
}"
559,1,0,5,1,2017-03-24 21:53:21.902852,22,"void numbers()
{
  int array[];
}
"
560,1,1,5,1,2017-03-24 21:53:24.650480,22,"void numbers()
{
  int array[];
}
"
561,1,0,4,1,2017-03-24 21:53:27.448106,22,"void numbers()
{
  int array[];
}
"
562,1,0,1,3,2017-03-24 21:53:36.371704,22,"void numbers()
{
  int array[];
}
"
563,1,1,2,1,2017-03-24 21:53:45.363949,22,"void numbers()
{
  int array[];
}
"
